NUM_TURNO;DESCRICAO_CARGO;NOME_CANDIDATO;SEQUENCIAL_CANDIDATO;NUMERO_CANDIDATO;DES_SITUACAO_CANDIDATURA;NUMERO_PARTIDO;SIGLA_PARTIDO;NOME_PARTIDO;DESCRICAO_OCUPACAO;DATA_NASCIMENTO;DESCRICAO_SEXO;DESCRICAO_GRAU_INSTRUCAO;DESC_SIT_TOT_TURNO
1;VEREADOR;EDISON CARNEIRO RODRIGUES;7861;20320;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;ADMINISTRADOR;26/03/1976;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;EDISON TADEU DE ALMEIDA;7607;43314;DEFERIDO;43;PV;PARTIDO VERDE;MOTORISTA PARTICULAR;14/03/1948;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;EDMAR COLPANI;28258;12550;RENÚNCIA;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;18/02/1961;MASCULINO;ENSINO MÉDIO INCOMPLETO;#NULO#
1;VEREADOR;EDMIR DA SILVA;94;11311;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;OUTROS;27/02/1969;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;EDNA CAMILO DANTAS;7713;13015;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;OUTROS;11/11/1969;FEMININO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;EDSON BATISTA BELO;7608;43048;DEFERIDO;43;PV;PARTIDO VERDE;OUTROS;15/12/1948;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;EDSON DA VEIGA;22094;10421;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES;25/10/1962;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;EDSON DE OLIVEIRA BUENO;26725;17007;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;OUTROS;28/05/1970;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
1;VEREADOR;EDSON IRAPUÃ DE LARA;31972;36036;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;AGENTE ADMINISTRATIVO;18/04/1959;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;EDSON JOSÉ FELTRIN;7903;45545;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;ADVOGADO;01/03/1950;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;EDSON LUIZ CESAR DE OLIVEIRA;7784;25170;DEFERIDO;25;DEM;DEMOCRATAS;COMERCIÁRIO;27/09/1963;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;EDSON LUIZ PEREIRA;26567;23600;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;20/08/1960;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;EDSON NAVARRO TASSO;28654;15126;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;ANALISTA DE SISTEMAS;19/01/1954;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;EDSON PEREIRA RODRIGUES;7904;45300;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MECÂNICO DE MANUTENÇÃO;12/12/1974;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
1;VEREADOR;EDUARDO CANCELIER;28260;12440;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;06/01/1986;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;EDUARDO MACHADO PEREIRA;7905;45333;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;EMPRESÁRIO;13/10/1964;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;EDVALDO FRANCISCO ALVES;7785;25250;DEFERIDO;25;DEM;DEMOCRATAS;AGENTE ADMINISTRATIVO;23/04/1961;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;EDVALDO MOREIRA DE SINTRA;31674;27333;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;30/04/1964;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;EDVALDO TEIXEIRA SOARES;32300;14101;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;EMPRESÁRIO;17/09/1978;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;EDVILSON PEREIRA;31675;27414;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;EMPRESÁRIO;02/02/1968;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;EDVIN PIO RIGOTTI;26569;23280;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;MILITAR REFORMADO;11/07/1940;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;ELCIO APARECIDO PERIN;28262;12007;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;TAXISTA;26/10/1963;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
1;VEREADOR;ELCIO ARAUJO;36088;22222;INDEFERIDO;22;PR;PARTIDO DA REPÚBLICA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;02/03/1960;MASCULINO;SUPERIOR INCOMPLETO;#NULO#
1;VEREADOR;ELCIO JOSÉ PEREIRA;26571;23234;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;OUTROS;15/01/1964;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;ELEAZAR CORREA BUENO;7474;33111;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;ADVOGADO;22/03/1953;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;ELEQUESANDRA PINHEIRO DE ALMEIDA;95;11122;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;23/02/1978;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;ELI GOMES RANGEL;7862;20999;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;OUTROS;22/05/1943;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;ELI MAGRI REICHLE;32301;28328;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PROFESSOR DE ENSINO MÉDIO;05/06/1947;FEMININO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;ELIANE APARECIDA KRAUSE;26727;17170;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;AGENTE ADMINISTRATIVO;17/05/1971;FEMININO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;ELIAS LIMA DE SOUZA;31676;27555;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;RELAÇÕES-PÚBLICAS;23/07/1966;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;ELIAS RIBEIRO DA SILVA;7476;33678;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;COMERCIANTE;18/05/1960;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;ELIAS VIDAL;96;11608;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;VEREADOR;22/06/1937;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;ELIETE FERRAZ SABINO;7906;45132;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;EMPRESÁRIO;01/05/1956;FEMININO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
1;VEREADOR;ELISABETH GUILHERME LOPES;28655;15121;RENÚNCIA;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;ADVOGADO;08/07/1948;FEMININO;SUPERIOR COMPLETO;#NULO#
1;VEREADOR;ELISEU MARCOLINO DA SILVA;31677;27070;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;COMERCIANTE;15/07/1970;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;ELIZABETE INÊS IGNACHEWSKI;7479;33200;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;06/01/1967;FEMININO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;ELIZABETH BARROZO ANTUNES;28264;12200;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;COMERCIANTE;27/12/1951;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;ELIZABETH HOLTZ DE MEDEIROS SALLES;28266;12069;RENÚNCIA;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;SERVIDOR PÚBLICO MUNICIPAL;01/03/1962;FEMININO;SUPERIOR COMPLETO;#NULO#
1;VEREADOR;ELIZABETH MARIA CARDOSO DA MOTTA;7482;33033;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;APOSENTADO (EXCETO SERVIDOR PÚBLICO);25/03/1950;FEMININO;SUPERIOR INCOMPLETO;NÃO ELEITO
1;VEREADOR;ELIZABETH MARQUES CARDOSO;31678;27300;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;OUTROS;18/10/1969;FEMININO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;ELIZEU DOS SANTOS PELEGRINO;7609;43043;DEFERIDO;43;PV;PARTIDO VERDE;EMPRESÁRIO;17/11/1970;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
1;VEREADOR;ELLA PATRICIA TEIXEIRA VICENTE;36438;28000;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;OUTROS;16/10/1977;FEMININO;SUPERIOR INCOMPLETO;NÃO ELEITO
1;VEREADOR;ELZA FRANCISCA JAIME;28268;12800;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;EMPRESÁRIO;24/02/1948;FEMININO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;ELZA SANT ANA DE LIMA DEMBISKI;7281;40014;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;ADVOGADO;14/04/1964;FEMININO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;EMERSON GILBERTO PALHARES;28656;15789;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;AGENTE POSTAL;22/01/1975;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;EMERSON ISRAEL BASSO;22098;10171;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;ELETRICISTA E ASSEMELHADOS;31/10/1981;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;EMERSON RODRIGUES DO PRADO;7907;45245;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;OUTROS;02/11/1976;MASCULINO;ENSINO MÉDIO COMPLETO;MÉDIA
1;VEREADOR;EMERSON SILVERIO DA SILVA;97;11720;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;10/01/1975;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;ENESTOR MARÇAL DA SILVA;22102;10244;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;29/07/1956;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
1;VEREADOR;ERAILTON BINA;32302;28028;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;JARDINEIRO;14/08/1963;MASCULINO;SUPERIOR INCOMPLETO;NÃO ELEITO
1;VEREADOR;ERIVAN PASSOS DA SILVA;34539;28378;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;OUTROS;05/10/1962;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;ERIVELTON APARECIDO LOYOLA;26573;23277;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;OUTROS;10/01/1983;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;ERNESTO APARECIDO DOS SANTOS;7485;33222;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;ESTOFADOR;07/12/1972;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;EUDO FEREIRA DE AZEVEDO;7863;20800;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;REPRESENTANTE COMERCIAL;10/01/1963;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;EUGENIO ANDREOLA;7714;13373;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;COMERCIANTE;07/04/1965;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;EUNICE DO CARMO BINA;32303;28029;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;OUTROS;26/11/1964;FEMININO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;EUNICE ROSA DUTRA;7610;43127;DEFERIDO;43;PV;PARTIDO VERDE;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);27/12/1956;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;EZEQUIEL DE ALMEIDA;7864;20040;RENÚNCIA;20;PSC;PARTIDO SOCIAL CRISTÃO;COBRADOR DE TRANSPORTE COLETIVO;20/10/1964;MASCULINO;ENSINO MÉDIO COMPLETO;#NULO#
1;VEREADOR;FABIANO CALDERON;7786;25397;DEFERIDO;25;DEM;DEMOCRATAS;COMERCIANTE;05/04/1972;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;FABIANO DOS SANTOS;7715;13300;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;CONTADOR;20/08/1975;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;FABIANO MACHADO DA SILVA;30488;65565;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;JORNALISTA E REDATOR;31/05/1975;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;FABIO ANTONIO DA SILVA;32304;14010;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;ALMOXARIFE;29/03/1975;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;FABIO BENTO AGUAYO;31973;36171;INDEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;OUTROS;06/02/1974;MASCULINO;LÊ E ESCREVE;#NULO#
1;VEREADOR;FABIO HERNANDEZ RODRIGUES DE ARAUJO;7716;13190;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;CIENTISTA POLÍTICO;22/07/1980;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;FABIO SEUCHI NOGUCHI;7488;33789;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;23/11/1969;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;FELIPE FAGANELLO BAHIA;36443;12600;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;31/08/1988;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
1;VEREADOR;FELIPE NASSER DAHER;7908;45321;RENÚNCIA;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;ENGENHEIRO;08/05/1984;MASCULINO;SUPERIOR COMPLETO;#NULO#
1;VEREADOR;FELIPE RODRIGO DA CONCEIÇÃO;7909;45111;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;OUTROS;13/07/1979;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;FERMINO ORTIZ;22106;10110;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;GARÇOM;07/07/1954;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;FERNANDO CESAR STENGRAT;26579;23236;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;OUTROS;07/05/1983;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;FERNANDO ENGEL;7717;31013;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;SERVIDOR PÚBLICO MUNICIPAL;10/10/1963;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;FERNANDO JOSE RODRIGUES DE OLIVEIRA;28657;15615;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;COMERCIANTE;08/07/1967;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;FERNANDO MONTEIRO REGINATO;26729;17757;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;COMERCIANTE;02/05/1973;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;FLAVIO AUGUSTO DOS SANTOS;31974;36004;INDEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;ENFERMEIRO;14/05/1962;MASCULINO;ENSINO MÉDIO COMPLETO;#NULO#
1;VEREADOR;FLAVIO MARCELO FERREIRA;26582;23333;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;OUTROS;03/03/1981;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;FLORESVALDO GONÇALVES RIBEIRO;7910;45020;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);21/09/1949;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;FLÁVIO VILMAR DA SILVA;28270;12121;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;ADVOGADO;07/05/1957;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;FRANCISCO ASSIS RIBEIRO BATISTA;31679;27600;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;ESTETICISTA;28/01/1954;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;FRANCISCO CARLOS DOS SANTOS GARCEZ;7911;45145;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;JORNALISTA E REDATOR;15/09/1963;MASCULINO;ENSINO MÉDIO COMPLETO;ELEITO
1;VEREADOR;FRANCISCO COSTA FILHO;7912;45606;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;SERVIDOR PÚBLICO ESTADUAL;28/05/1963;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;FRANCISCO DE ASSIS FERREIRA;7611;43038;DEFERIDO;43;PV;PARTIDO VERDE;OUTROS;11/02/1962;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;FRANCISCO DE ASSIS FERREIRA DA COSTA;32305;14569;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;EMPRESÁRIO;19/05/1946;MASCULINO;ENSINO MÉDIO INCOMPLETO;NÃO ELEITO
1;VEREADOR;FRANCISCO DE SALES PEREIRA;22110;10050;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;OUTROS;19/04/1988;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;FRANCISCO DOS SANTOS;26731;17857;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;CABELEIREIRO E BARBEIRO;08/12/1953;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;FRANCISCO FLÁVIO DE OLIVEIRA;28658;15112;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;OUTROS;10/01/1965;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;FRANCISCO LEITE;28659;15123;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;DESPACHANTE;13/03/1958;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;FRANCISCO MANOEL DE ASSIS FRANÇA;30489;65656;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;SERVIDOR PÚBLICO ESTADUAL;12/12/1958;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;FRANCISCO MOREIRA DE LIMA JUNIOR;31680;27123;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;OUTROS;07/03/1960;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;FRANCISCO OSVALDO SCHEFFER;26733;17017;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;EMPRESÁRIO;28/11/1956;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
1;VEREADOR;FRANCISCO WALTER DE SOUZA FILHO;7865;20080;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;COMERCIANTE;18/08/1965;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;FÁBIO EDUARDO GAUZA;7913;45455;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PRODUTOR DE ESPETÁCULOS PÚBLICOS;02/04/1976;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;GEILSON CLAUDINO PINHEIRO;7612;43633;DEFERIDO;43;PV;PARTIDO VERDE;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;30/11/1967;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;GELSON ANTONIO MACHADO;7613;43677;DEFERIDO;43;PV;PARTIDO VERDE;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;15/07/1967;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;GENIVALDO JOSÉ DOS SANTOS;7787;25025;DEFERIDO;25;DEM;DEMOCRATAS;EMPRESÁRIO;25/10/1962;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
1;VEREADOR;GEONISIO CESAR MARINHO;26735;17789;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;ECONOMISTA;01/11/1957;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;GEORGE GOBETTI;7788;25925;DEFERIDO;25;DEM;DEMOCRATAS;ADMINISTRADOR;03/02/1976;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;GEOVANE ALVES FERNADES;26737;17333;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;OUTROS;26/12/1963;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;GERALDO CHAVES;22113;10010;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;OUTROS;18/12/1960;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;GERALDO CLAITO BOBATO;7789;25673;DEFERIDO;25;DEM;DEMOCRATAS;VEREADOR;05/12/1943;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;GERALDO GONÇALVES DOS SANTOS;7790;25100;DEFERIDO;25;DEM;DEMOCRATAS;EMPRESÁRIO;25/05/1956;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;GERSON CHASTALO;28272;12112;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;19/04/1974;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;GERSON DA SILVA;7614;43131;DEFERIDO;43;PV;PARTIDO VERDE;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;23/04/1966;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;GETULIO GOMES DA SILVA;7718;13051;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;ADMINISTRADOR;09/01/1955;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;GILBERTO CAMARGO DE OLIVEIRA;7490;33132;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;COMERCIANTE;16/03/1953;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;GILBERTO OLIVEIRA GOMES;12176;21123;DEFERIDO;21;PCB;PARTIDO COMUNISTA BRASILEIRO;TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO;15/01/1960;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;GILBERTO PIRES DOS SANTOS;7914;45655;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;VEREADOR;02/07/1974;MASCULINO;SUPERIOR INCOMPLETO;ELEITO
1;VEREADOR;GILDA FERREIRA ZANETTI;26739;17028;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;19/04/1944;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;GILDA STRELOW;26741;17252;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;DONA DE CASA;08/03/1969;FEMININO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
1;VEREADOR;GILMAR LUIZ FERNANDES;32306;28258;RENÚNCIA;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;JORNALISTA E REDATOR;25/08/1957;MASCULINO;SUPERIOR INCOMPLETO;#NULO#
