NM_UE;NR_CANDIDATO;NM_CANDIDATO;DS_SITUACAO_CANDIDATURA;DS_DETALHE_SITUACAO_CAND;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;DS_OCUPACAO;DS_SIT_TOT_TURNO
CURITIBA;36651;SIMONE DE FATIMA FUIM;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;29/09/1979 00:00;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;TÉCNICO DE LABORATÓRIO E RAIOS X;NÃO ELEITO
CURITIBA;55222;ALEX DESONE DE LARA VAZ;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;29/04/1982 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;AGENTE ADMINISTRATIVO;SUPLENTE
CURITIBA;15294;LUIZ CARLOS DE JESUS;APTO;DEFERIDO;COLIGAÇÃO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;14/11/1977 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;90816;LUIS HENRIQUE PEDROSO BUSHO;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;22/03/1995 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;GERENTE;SUPLENTE
CURITIBA;44400;LUIZ TADEU SEIDEL BERNARDINA;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;20/12/1952 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;MILITAR REFORMADO;SUPLENTE
CURITIBA;30500;JOSÉ EMILIO PORTO CALDEIRA;APTO;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;NOVO;10/09/1966 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;NÃO ELEITO
CURITIBA;19990;FELIPE ALVES;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;29/10/1969 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;SUPLENTE
CURITIBA;77028;MARCOS APARECIDO SALVO;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;28/06/1978 00:00;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;28444;RAIMUNDO NONATO RIBEIRO SOARES;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;09/09/1954 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);NÃO ELEITO
CURITIBA;77567;VANER MARCEL PEIXOTO;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;02/03/1978 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;28528;ZENILDA MARIA DE OLIVEIRA XAVIER;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;24/06/1962 00:00;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;OUTROS;NÃO ELEITO
CURITIBA;90013;MARCOS AURÉLIO DOMINGUES;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;16/11/1965 00:00;MASCULINO;SUPERIOR COMPLETO;VIÚVO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;SUPLENTE
CURITIBA;33005;SIRLEI BETTIO;APTO;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;26/07/1937 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;17133;WELLINGTON PEREIRA;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;15/10/1985 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;ESTIVADOR, CARREGADOR E ASSEMELHADOS;NÃO ELEITO
CURITIBA;70021;JOSE FRANCISCO DA ROCHA POMBO SOBIERAY;APTO;DEFERIDO;COLIGAÇÃO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;Curitiba melhor;PSDB / PT do B;04/12/1956 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PSICÓLOGO;SUPLENTE
CURITIBA;28001;SIMONE DA COSTA;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;06/03/1976 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO MUNICIPAL;NÃO ELEITO
CURITIBA;13000;OZIEL PEREIRA DE SA;APTO;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;PT;16/04/1972 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;MOTOBOY;SUPLENTE
CURITIBA;23500;LUIZ EDUARDO DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;12/05/1968 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;ADVOGADO;SUPLENTE
CURITIBA;35777;SAMUEL DOMINGUES DE JESUZ;APTO;DEFERIDO;COLIGAÇÃO;35;PMB;PARTIDO DA MULHER BRASILEIRA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;01/04/1978 00:00;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;20200;JAIR CÉZAR DE OLIVEIRA;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;05/11/1939 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;SUPLENTE
CURITIBA;30800;ANTONIA REGINA DE PAULA STAREPRAVO;APTO;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;NOVO;23/09/1964 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADMINISTRADOR;NÃO ELEITO
CURITIBA;23200;SERGIO ROBERTO CAVICHIOLO FRANCO;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;07/10/1956 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;36001;VANIA CRISTINA DE MELO;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;26/06/1983 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;NÃO ELEITO
CURITIBA;44321;EMERSON SILVERIO DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;10/01/1975 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;17115;SEBASTIÃO CANDIDO DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;12/10/1955 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;NÃO ELEITO
CURITIBA;11444;GUSTAVO KENZO SARUHASHI;APTO;DEFERIDO;COLIGAÇÃO;11;PP;PARTIDO PROGRESSISTA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;23/05/1986 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADVOGADO;SUPLENTE
CURITIBA;35737;FERNANDA AKEMI MACHADO MIYAZAKI NICHEL;APTO;DEFERIDO;COLIGAÇÃO;35;PMB;PARTIDO DA MULHER BRASILEIRA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;11/10/1976 00:00;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;10300;DAGOBERT MARZINKOWSKI;APTO;DEFERIDO;COLIGAÇÃO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;PDT-PRB;PDT / PRB;07/08/1976 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;OUTROS;SUPLENTE
CURITIBA;77111;DARIO REIS DALPRA;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;06/01/1960 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;SUPLENTE
CURITIBA;77018;CELIA MARCONDES MACHADO;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;18/12/1966 00:00;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;PSICÓLOGO;SUPLENTE
CURITIBA;11089;JOAO DE SOUZA PADILHA NETO;APTO;DEFERIDO;COLIGAÇÃO;11;PP;PARTIDO PROGRESSISTA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;08/09/1959 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;40199;HERNANI DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;10/08/1963 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;25111;LEILIANE APARECIDA PEREIRA DA COSTA;APTO;DEFERIDO;COLIGAÇÃO;25;DEM;DEMOCRATAS;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;13/03/1986 00:00;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;CABELEIREIRO E BARBEIRO;SUPLENTE
CURITIBA;36333;MARIO SERGIO DE CAMARGO;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;23/11/1957 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);NÃO ELEITO
CURITIBA;45456;MAURO TOSHIYUKI IDA;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;04/04/1964 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;36400;JULIANA DOS SANTOS;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;09/03/1980 00:00;FEMININO;LÊ E ESCREVE;SOLTEIRO(A);PRETA;SECRETÁRIO E DATILÓGRAFO;NÃO ELEITO
CURITIBA;23056;ENÉAS NUNES CAVALHEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;03/03/1988 00:00;MASCULINO;SUPERIOR INCOMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;MOTORISTA PARTICULAR;SUPLENTE
CURITIBA;55770;LUIS ALEX DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;03/03/1982 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADMINISTRADOR;SUPLENTE
CURITIBA;27261;THABATHA DE SOUZA MYLLA;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;26/11/1975 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PSICÓLOGO;SUPLENTE
CURITIBA;15003;LINA CAROLL MONTEIRO;APTO;DEFERIDO;COLIGAÇÃO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;03/05/1996 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;20022;JUSSARA JOECKEL;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;24/08/1959 00:00;FEMININO;SUPERIOR COMPLETO;VIÚVO(A);BRANCA;POLICIAL CIVIL;SUPLENTE
CURITIBA;43443;GABRIELA CIOATO RIZZON;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;25/06/1988 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;GEÓLOGO;SUPLENTE
CURITIBA;45545;ADRIELLE MATTOZO;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;20/06/1980 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;77007;DOUGLAS MIRANDA DE RAMOS;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;25/09/1979 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;90789;DEMIVAL DARCI MARINHO;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;29/05/1951 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;14711;ISAIAS PEREIRA DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;19/02/1962 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;MÚSICO;SUPLENTE
CURITIBA;36200;AMANTINO PEDRO LARA DOS SANTOS;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;20/04/1957 00:00;MASCULINO;LÊ E ESCREVE;CASADO(A);BRANCA;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;NÃO ELEITO
CURITIBA;33;RAFAEL VALDOMIRO GRECA DE MACEDO;APTO;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CURITIBA INOVAÇÃO E AMOR - PMN, PSDB, PSB, DEM, PTN, PSDC E PTdoB;PMN / PSDB / PSB / DEM / PTN / PSDC / PT do B;17/03/1956 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ENGENHEIRO;2º TURNO
CURITIBA;23338;LUCIANO MEIRA ABADE;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;11/04/1978 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;SUPLENTE
CURITIBA;36789;SIDNEY FRANCISCO DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;13/05/1968 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;NÃO ELEITO
CURITIBA;33888;AROLDO DOS SANTOS;APTO;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;23/11/1972 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;GERENTE;SUPLENTE
CURITIBA;23230;GUILHERME ZIELONKA PEREIRA;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;13/11/1989 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;77555;SANDRO MAZALLI JUNIOR;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;28/12/1994 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;11024;FERNANDO NEGRELLE;APTO;DEFERIDO;COLIGAÇÃO;11;PP;PARTIDO PROGRESSISTA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;06/04/1980 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;GERENTE;SUPLENTE
CURITIBA;10123;OSIAS MORAES DE SOUZA;APTO;DEFERIDO;COLIGAÇÃO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;PDT-PRB;PDT / PRB;22/01/1975 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;ELEITO POR QP
CURITIBA;50678;JOSÉ ODENIR VIATROSKI SANT ANA;APTO;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;Frente de Esquerda;PSOL / PCB;23/07/1981 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;NÃO ELEITO
CURITIBA;20007;CARLA CRISTIANA DE CARVALHO;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;26/08/1982 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;VEREADOR;SUPLENTE
CURITIBA;27010;CLEBER EDUARDO ARADO;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;11/10/1972 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;51005;DANIELLE DE FÁTIMA MOURA PEREIRA DA COSTA;APTO;DEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;20/12/1983 00:00;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;PUBLICITÁRIO;NÃO ELEITO
CURITIBA;28555;NEEMIAS PORTELA;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;27/11/1966 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;OUTROS;NÃO ELEITO
CURITIBA;36040;REGIANE WOTEKOSKI;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;08/09/1976 00:00;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;NÃO ELEITO
CURITIBA;12333;IVO ROBERTO DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;02/06/1953 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;OUTROS;SUPLENTE
CURITIBA;36536;SILVIA CRISTINA DE SOUZA;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;13/07/1975 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADMINISTRADOR;NÃO ELEITO
CURITIBA;43555;ODALVIA VAUREK;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;03/12/1954 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PEDAGOGO;SUPLENTE
CURITIBA;12120;WANESSA PELLEGRINI PIRES;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;24/09/1984 00:00;FEMININO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;40123;MAURO JOSÉ IGNÁCIO;APTO;DEFERIDO;COLIGAÇÃO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;30/12/1963 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;VEREADOR;ELEITO POR QP
CURITIBA;27954;ADRIANA RAMOS ESTELLA;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;09/07/1974 00:00;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;23333;PEDRO LAURO DOMARADZKI;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;25/06/1941 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;VIÚVO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;36055;PAULO MEIRA LIMA;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;13/07/1966 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;RELAÇÕES-PÚBLICAS;NÃO ELEITO
CURITIBA;55400;ELEXSANDRA DANIELI ANDRES;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;05/01/1975 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;SUPLENTE
CURITIBA;12156;KARLA MONTEIRO KUEHNE;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;26/12/1975 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;SUPLENTE
CURITIBA;19190;VALDIR ALVES FARIAS;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;03/08/1961 00:00;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;12880;ARISTEU MUNHOZ;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;27/05/1964 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;CONTADOR;SUPLENTE
CURITIBA;18999;LUIZ ROBERTO CORREA;APTO;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;12/06/1966 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;CONTADOR;SUPLENTE
CURITIBA;18180;ARMANDO SANTOS LIRA;APTO;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;16/03/1969 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;22249;SEBASTIÃO MOREIRA ARINS;APTO;DEFERIDO;COLIGAÇÃO;22;PR;PARTIDO DA REPÚBLICA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;09/02/1949 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;77770;KATIA DITTRICH;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;03/05/1969 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;ELEITO POR QP
CURITIBA;15005;ALEXSANDRO PITER ROSA;APTO;DEFERIDO;COLIGAÇÃO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;16/09/1974 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;GERENTE;SUPLENTE
