NUMERO_ZONA;CODIGO_CARGO;NUMERO_CAND;SQ_CANDIDATO;NOME_CANDIDATO;NOME_URNA_CANDIDATO;DESCRICAO_CARGO;COD_SIT_CAND_SUPERIOR;DESC_SIT_CAND_SUPERIOR;CODIGO_SIT_CANDIDATO;DESC_SIT_CANDIDATO;CODIGO_SIT_CAND_TOT;DESC_SIT_CAND_TOT;NUMERO_PARTIDO;SIGLA_PARTIDO;NOME_PARTIDO;SEQUENCIAL_LEGENDA;NOME_COLIGACAO;COMPOSICAO_LEGENDA;TOTAL_VOTOS
3;13;70100;1,6E+11;MARCELO EDUARDO PIENARO CHRISÓSTOMO;MARCELO CHRISÓSTOMO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;32
176;13;50005;1,6E+11;JAQUES MARIO BRAND;JAQUES BRAND;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;1,6E+11;PARTIDO ISOLADO;PSOL;16
3;13;14140;1,6E+11;FRANCISCO MARIA;PROF. FRANCISCO MARIA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;50
1;13;43993;1,6E+11;PATRICIA AUGUSTA HETZEL SILVA;PATRICIA AUGUSTA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;43;PV;PARTIDO VERDE;1,6E+11;PDT/PT/PV;PDT / PT / PV;157
3;13;40199;1,6E+11;HERNANI DA SILVA;HERNANI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;114
174;13;23133;1,6E+11;SONIA BRUSCH;PROF. SONIA BRÜSCH;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;14
3;13;44777;1,6E+11;PEDRO CORDEIRO DOS SANTOS;C SANTOS;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;9
178;13;22755;1,6E+11;JOSE ANTONIO DE JESUS;SORRISO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;22;PR;PARTIDO DA REPÚBLICA;1,6E+11;INOVA CURITIBA;PR / PC do B;1
1;13;20001;1,6E+11;GUSTAVO DE SANTA CRUZ ARRUDA;GUSTAVO ARRUDA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;46
176;13;14600;1,6E+11;EDSON LUIZ PEREIRA;EDSON TAKINHO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;152
145;13;13024;1,6E+11;JULIANA INEZ LUIZ DE SOUZA;JULIANA SOUZA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;38
145;13;44007;1,6E+11;APARECIDO VIEIRA DE OLIVEIRA;CID VIEIRA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;5
2;13;22755;1,6E+11;JOSE ANTONIO DE JESUS;SORRISO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;22;PR;PARTIDO DA REPÚBLICA;1,6E+11;INOVA CURITIBA;PR / PC do B;7
3;13;23360;1,6E+11;SARA LIGIA CHEMIM SELSKI DE SANTANA;SARA LIGIA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;1
145;13;45655;1,6E+11;GILBERTO PIRES DOS SANTOS;BETO MORAES;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;4781
178;13;45655;1,6E+11;GILBERTO PIRES DOS SANTOS;BETO MORAES;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;59
177;13;44775;1,6E+11;CLAUDEMIR ALVES DE OLIVEIRA;TUCA ALVES;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;5
174;13;44300;1,6E+11;BALBINO TEODORO DA SILVA;BALBINO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;13
1;13;22122;1,6E+11;JOSAFA LIBERAL DA SILVA;JOSAFA LIBERAL;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;22;PR;PARTIDO DA REPÚBLICA;1,6E+11;INOVA CURITIBA;PR / PC do B;129
4;13;20001;1,6E+11;GUSTAVO DE SANTA CRUZ ARRUDA;GUSTAVO ARRUDA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;28
2;13;12013;1,6E+11;IRENE DO ROCIO DE ALMEIDA;PROFESSORA IRENE;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;3
174;13;11888;1,6E+11;SERGIO MARIO CAPORASSO;SERGIO CAPORASSO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;32
176;13;14122;1,6E+11;EMIDIA APARECIDA DULLA DE SOUZA;NEGA SOUZA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;7
175;13;27224;1,6E+11;JOÃO ROCHA DE SOUZA;JOÃO GARI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;238
175;13;27770;1,6E+11;OLGA MARGOT MACEDO;OLGA MACEDO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;11
4;13;23012;1,6E+11;CLAUDIO CARDOSO DA SILVA;CLAUDIO CARDOSO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;24
4;13;20456;1,6E+11;JESSE ALVES CORDEIRO;JESSÉ CORDEIRO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;10
177;13;14777;1,6E+11;LEANDRO GESIEL ALBANSKI;LEANDRO ALBANSKI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;9
176;13;13777;1,6E+11;LUIS CLAUDIO PEREIRA;PROF. LUIS CLAUDIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;508
178;11;20;1,6E+11;CARLOS ROBERTO MASSA JUNIOR;RATINHO JUNIOR;PREFEITO;12;APTO;16;DEFERIDO COM RECURSO;6;2º TURNO;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA CRIATIVA;PSC / PR / PC do B / PT do B;14001
174;13;20024;1,6E+11;CARLOS ANDRE SILVA TAMEZ;CARLOS ANDRÉ;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;32
1;13;17044;1,6E+11;CLAUDIA ALVES DE OLIVEIRA;CLAUDIA DO JARDIM DAS AMÉRICAS;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;11
4;13;17712;1,6E+11;ANDERSON RAMALHO DOS SANTOS;RAMALHO FILHO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;4
178;13;17470;1,6E+11;ANA KOSNIYZEKO;ANA DO SALÃO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;1
175;13;12080;1,6E+11;JUÇARA APARECIDA DE ARRUDA LIMA MORO;SARA DE ARRUDA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;15
2;13;17420;1,6E+11;CAUÊ ZADRA BERTOLI;ÍNDIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;33
2;13;14789;1,6E+11;LUCIANO PEREIRA MEWES;LUCIANO MEWES;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;109
3;13;14100;1,6E+11;MARIA TEREZA DOS SANTOS;MARIA TEREZA LOEZER;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;10
178;13;43043;1,6E+11;PAULO SALAMUNI;PAULO SALAMUNI;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;43;PV;PARTIDO VERDE;1,6E+11;PDT/PT/PV;PDT / PT / PV;781
174;13;27012;1,6E+11;JOSÉ NEY DA SILVA;FAÍSCA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;7
4;13;27456;1,6E+11;CARLOS ROBERTO CARNEIRO;CARLOS CARNEIRO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;230
145;13;23011;1,6E+11;PAULO ROBERTO RINK;PAULO RINK;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;433
177;13;45021;1,6E+11;JOÃO GALDINO DE SOUZA;PROF. GALDINO;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;1656
175;13;44400;1,6E+11;LUIZ TADEU SEIDEL BERNARDINA;LUIZ TADEU SEIDEL;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;10
3;13;70077;1,6E+11;DIONISIO JOAO WINIARSKI;DINO DAGUA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;9
1;13;20024;1,6E+11;CARLOS ANDRE SILVA TAMEZ;CARLOS ANDRÉ;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;75
2;13;17556;1,6E+11;FERNANDO CESAR ALVES PEREIRA;FERNANDO PEREIRA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;10
176;13;14789;1,6E+11;LUCIANO PEREIRA MEWES;LUCIANO MEWES;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;105
177;13;40590;1,6E+11;ELI JOSE RIBEIRO;ELI RIBEIRO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;58
1;13;36100;1,6E+11;VICENTE NUNES DOS SANTOS;VICENTE DO ARAÇA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;7
174;13;14013;1,6E+11;JOSÉ NIVALDO DE ANDRADE;NIVALDO DO SÃO CAETANO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;8
3;13;14998;1,6E+11;NESTOR ALVES;NESTOR ALVES;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;14
2;13;14450;1,6E+11;HELIO GARCIA VIEIRA;HELIO GARCIA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;2
177;13;36176;1,6E+11;DURVAL NASCIMENTO;DURVAL NASCIMENTO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;46
145;13;27012;1,6E+11;JOSÉ NEY DA SILVA;FAÍSCA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;9
145;13;27369;1,6E+11;ALTAIR RODRIGUES;ALTAIR PRETO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;41
176;13;25777;1,6E+11;AFFONSO ALVES DE CAMARGO;AFFONSO CAMARGO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;25;DEM;DEMOCRATAS;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;18
2;13;27456;1,6E+11;CARLOS ROBERTO CARNEIRO;CARLOS CARNEIRO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;38
176;13;23010;1,6E+11;RENATA EITELWEIN BUENO;RENATA BUENO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;225
176;13;22210;1,6E+11;MARCELO LIMA BARBOSA;MARCELO BARBOSA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;22;PR;PARTIDO DA REPÚBLICA;1,6E+11;INOVA CURITIBA;PR / PC do B;2
145;13;12677;1,6E+11;IRINEU FERREIRA DA CRUZ;IRINEU FERREIRA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;1392
145;13;11075;1,6E+11;LUIZ ANTONIO RODRIGUES;LUIZ ANTÔNIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;12
177;13;11789;1,6E+11;LUIZ CARLOS DOBJANSKI;DOBJANSKI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;89
175;13;14012;1,6E+11;OSVALDO BUSKEI;OSVALDO BUSKEI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;3
177;13;13130;1,6E+11;ANDRE CASTELO BRANCO MACHADO;ANDRE MACHADO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;650
178;13;20024;1,6E+11;CARLOS ANDRE SILVA TAMEZ;CARLOS ANDRÉ;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;87
145;13;17420;1,6E+11;CAUÊ ZADRA BERTOLI;ÍNDIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;5
177;13;14567;1,6E+11;THADEU VELOSO MARIA;VERMELHO FILHO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;306
176;13;14114;1,6E+11;PAULO VICTOR IACZINSKI DA SILVA;PAULINHO DO RAIO X;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;105
145;13;43198;1,6E+11;BENEDITO LIMA;BENEDITO O COBRADOR;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;43;PV;PARTIDO VERDE;1,6E+11;PDT/PT/PV;PDT / PT / PV;666
174;13;43198;1,6E+11;BENEDITO LIMA;BENEDITO O COBRADOR;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;43;PV;PARTIDO VERDE;1,6E+11;PDT/PT/PV;PDT / PT / PV;106
1;13;40590;1,6E+11;ELI JOSE RIBEIRO;ELI RIBEIRO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;83
174;13;36176;1,6E+11;DURVAL NASCIMENTO;DURVAL NASCIMENTO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;7
145;13;23230;1,6E+11;PAULO CESAR TELUSKI;PAULO TELUSKI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;4
176;13;13613;1,6E+11;JOSETE DUBIASKI DA SILVA;PROFESSORA JOSETE;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;658
3;13;55555;1,6E+11;JAIRO MARCELINO DA SILVA;JAIRO MARCELINO;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;511
176;13;17646;1,6E+11;SUELI TEREZINHA TORTURA;SUELI TORTURA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;19
4;13;23500;1,6E+11;NILSON SALES;SALLES DO FAZENDINHA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;669
178;13;23500;1,6E+11;NILSON SALES;SALLES DO FAZENDINHA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;10
2;13;44441;1,6E+11;MOACIR RAFAEL DO AMARAL;RAFAEL;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;31
1;13;12012;1,6E+11;HÉLIO PEREIRA CURY;HÉLIO CURY;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;244
177;13;12012;1,6E+11;HÉLIO PEREIRA CURY;HÉLIO CURY;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;387
174;13;11611;1,6E+11;ZAQUEU FERNANDES DE ALMEIDA;ZEBRÃO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;21
178;13;65555;1,6E+11;ANDRE GUILHERME FAUCZ DE LACERDA;ANDRE LACERDA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;1,6E+11;INOVA CURITIBA;PR / PC do B;14
3;13;55222;1,6E+11;LUCAS VIEIRA LEAL;LUCAS LEAL;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;23
145;13;44008;1,6E+11;TAIS CAROLINA DA SILVA;TAIS CAROLINA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;0
174;13;44008;1,6E+11;TAIS CAROLINA DA SILVA;TAIS CAROLINA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;0
175;13;44008;1,6E+11;TAIS CAROLINA DA SILVA;TAIS CAROLINA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;0
176;13;44008;1,6E+11;TAIS CAROLINA DA SILVA;TAIS CAROLINA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;0
177;13;44008;1,6E+11;TAIS CAROLINA DA SILVA;TAIS CAROLINA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;0
178;13;44008;1,6E+11;TAIS CAROLINA DA SILVA;TAIS CAROLINA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;0
176;13;44445;1,6E+11;ANTONIO MAURICIO BUENO;MAURICIO DO CARRETO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;3
4;13;22612;1,6E+11;JOAO DA SILVA;JOAO GAUCHO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;22;PR;PARTIDO DA REPÚBLICA;1,6E+11;INOVA CURITIBA;PR / PC do B;26
178;13;23026;1,6E+11;SIDNEY COSTA;MAJOR SIDNEY;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;16
4;13;44789;1,6E+11;MAURO SÉRGIO DOS REIS;SÉRJÃO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;45
178;13;12122;1,6E+11;LUCIO FORTES MOREIRA FILHO;LUCIO FORTES;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;84
1;13;12100;1,6E+11;ISAAC DE OLIVEIRA;ISAAC DE OLIVEIRA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;184
176;13;12100;1,6E+11;ISAAC DE OLIVEIRA;ISAAC DE OLIVEIRA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;56
176;13;14707;1,6E+11;PAULO AFONSO ZAINA;DR. PAULO AFONSO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;39
178;13;14707;1,6E+11;PAULO AFONSO ZAINA;DR. PAULO AFONSO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;22
1;13;27222;1,6E+11;TIMOTEO BORGES DE CAMPOS;TIMÓTIO DOS CAMPOS DA VILA TOR;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;18
